codigo_rastreio|tipo_ocorrencia|descricao_ocorrencia|data_ocorrencia|hora_ocorrencia|cpf_destinatario|nome_destinatario|cep_destino|cidade_destino|uf_destino|peso_gramas|valor_declarado
AA100000635BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|09/09/2024|21:02|461.172.959-63|LEONARDO BARBOSA|01310-100|SAO PAULO|SP|2435|8.92
AA100000636BR|RDE|OBJETO RETORNOU AO REMETENTE|03/01/2024|20:18|260.880.501-71|LARISSA CARVALHO|88010-400|FLORIANOPOLIS|SC|2565|137.34
AA100000637BR|OEC|OBJETO EM ROTA DE ENTREGA|23/07/2024|08:35|579.064.771-59|ANA COSTA|01310-100|SAO PAULO|SP|1935|23.92
AA100000638BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|12/03/2024|09:20|632.135.800-40|ANA COSTA|01310-100|SAO PAULO|SP|2592|37.52
AA100000639BR|OEC|OBJETO EM ROTA DE ENTREGA|18/12/2024|18:17|229.712.529-67|ANA COSTA|90010-160|PORTO ALEGRE|RS|4422|120.26
AA100000640BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|04/12/2024|21:17|573.144.158-33|PEDRO OLIVEIRA|20040-020|RIO DE JANEIRO|RJ|4151|30.13
AA100000641BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|09/12/2024|12:29|637.153.988-54|THIAGO ARAUJO|66015-110|BELEM|PA|1361|423.90
AA100000642BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|07/03/2024|13:58|567.983.631-46|FERNANDA SANTOS|66015-110|BELEM|PA|2616|475.75
AA100000643BR|RDE|OBJETO RETORNOU AO REMETENTE|27/11/2024|09:09|711.307.240-78|THIAGO ARAUJO|80010-010|CURITIBA|PR|2275|59.16
AA100000644BR|RDE|OBJETO RETORNOU AO REMETENTE|13/02/2024|17:27|326.868.507-45|ANA COSTA|01310-100|SAO PAULO|SP|3233|366.00
AA100000645BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|09/04/2024|15:12|629.489.786-10|JULIANA ALVES|20040-020|RIO DE JANEIRO|RJ|1898|57.59
AA100000646BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|21/10/2024|14:15|181.439.666-13|RAFAEL RODRIGUES|50010-000|RECIFE|PE|1785|85.51
AA100000647BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|26/06/2024|15:45|940.128.974-32|BRUNO FERREIRA|66015-110|BELEM|PA|668|83.32
AA100000648BR|OEC|OBJETO EM ROTA DE ENTREGA|21/08/2024|10:00|765.024.120-95|AMANDA RIBEIRO|74110-010|GOIANIA|GO|108|244.15
AA100000649BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|29/08/2024|09:02|094.388.221-14|BRUNO FERREIRA|50010-000|RECIFE|PE|4119|367.41
AA100000650BR|RDE|OBJETO RETORNOU AO REMETENTE|11/05/2024|21:16|570.545.897-14|GABRIEL MENDES|88010-400|FLORIANOPOLIS|SC|269|73.95
AA100000651BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|22/04/2024|10:22|703.965.313-61|RAFAEL RODRIGUES|57020-480|MACEIO|AL|4563|449.61
AA100000652BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|26/09/2024|11:16|556.964.430-98|BRUNO FERREIRA|59010-000|NATAL|RN|1107|216.73
AA100000653BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|17/10/2024|17:18|107.272.849-82|PATRICIA LIMA|50010-000|RECIFE|PE|2461|32.31
AA100000654BR|OEC|OBJETO EM ROTA DE ENTREGA|08/01/2024|20:02|349.107.406-50|MARIA SOUZA|60150-160|FORTALEZA|CE|1228|175.11
AA100000655BR|OEC|OBJETO EM ROTA DE ENTREGA|14/09/2024|10:05|423.691.430-75|JULIANA ALVES|29010-330|VITORIA|ES|3264|211.28
AA100000656BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|13/05/2024|15:38|429.659.234-26|ISABELA FREITAS|40020-010|SALVADOR|BA|2566|152.50
AA100000657BR|OEC|OBJETO EM ROTA DE ENTREGA|17/10/2024|20:34|266.128.758-57|CAMILA MARTINS|69005-010|MANAUS|AM|3921|210.25
AA100000658BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|24/08/2024|06:58|806.129.439-85|CARLOS LIMA|74110-010|GOIANIA|GO|4550|449.96
AA100000659BR|OEC|OBJETO EM ROTA DE ENTREGA|28/01/2024|18:08|607.870.104-15|NATALIA ROCHA|20040-020|RIO DE JANEIRO|RJ|2480|282.72
AA100000660BR|EXT|OBJETO EXTRAVIADO|18/06/2024|07:07|980.382.872-32|PATRICIA LIMA|66015-110|BELEM|PA|2646|359.57
AA100000661BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|05/09/2024|12:07|102.918.133-17|JOAO DA SILVA|59010-000|NATAL|RN|4243|221.91
AA100000662BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|03/03/2024|15:25|723.849.791-62|JOAO DA SILVA|30130-110|BELO HORIZONTE|MG|1260|409.28
AA100000663BR|EXT|OBJETO EXTRAVIADO|03/05/2024|11:32|837.744.197-54|DIEGO NASCIMENTO|69005-010|MANAUS|AM|979|231.98
AA100000664BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|16/03/2024|06:18|719.609.409-70|CAMILA MARTINS|30130-110|BELO HORIZONTE|MG|3933|441.21
AA100000665BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|21/05/2024|06:10|588.358.681-22|CAMILA MARTINS|66015-110|BELEM|PA|4713|169.65
AA100000666BR|EXT|OBJETO EXTRAVIADO|12/03/2024|14:50|461.767.929-88|RAFAEL RODRIGUES|30130-110|BELO HORIZONTE|MG|2754|294.43
AA100000667BR|RDE|OBJETO RETORNOU AO REMETENTE|27/06/2024|18:04|002.311.775-33|ANA COSTA|57020-480|MACEIO|AL|1525|364.08
AA100000668BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|03/08/2024|08:03|941.017.590-25|ANA COSTA|88010-400|FLORIANOPOLIS|SC|3782|188.81
AA100000669BR|EXT|OBJETO EXTRAVIADO|20/10/2024|12:12|477.433.268-31|LEONARDO BARBOSA|01310-100|SAO PAULO|SP|888|101.77
AA100000670BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|03/01/2024|17:49|698.152.873-39|AMANDA RIBEIRO|90010-160|PORTO ALEGRE|RS|2984|178.24
AA100000671BR|RDE|OBJETO RETORNOU AO REMETENTE|11/03/2024|08:28|661.912.841-17|JULIANA ALVES|01310-100|SAO PAULO|SP|4528|165.46
AA100000672BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|28/05/2024|14:24|512.418.938-98|PATRICIA LIMA|69005-010|MANAUS|AM|564|272.97
AA100000673BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|25/10/2024|21:59|400.564.350-23|ISABELA FREITAS|59010-000|NATAL|RN|2800|462.09
AA100000674BR|EXT|OBJETO EXTRAVIADO|01/02/2024|13:31|199.051.699-18|AMANDA RIBEIRO|30130-110|BELO HORIZONTE|MG|2316|361.66
AA100000675BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|19/01/2024|21:32|356.743.000-38|NATALIA ROCHA|59010-000|NATAL|RN|3207|340.97
AA100000676BR|EXT|OBJETO EXTRAVIADO|10/01/2024|21:03|662.668.217-19|CAMILA MARTINS|80010-010|CURITIBA|PR|1686|171.56
AA100000677BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|01/05/2024|13:05|903.689.003-01|MARIA SOUZA|30130-110|BELO HORIZONTE|MG|3692|90.30
AA100000678BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|09/06/2024|17:38|342.967.111-48|LUCAS PEREIRA|50010-000|RECIFE|PE|3024|448.82
AA100000679BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|15/08/2024|15:23|843.845.881-05|LARISSA CARVALHO|88010-400|FLORIANOPOLIS|SC|4083|139.89
AA100000680BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|11/03/2024|22:14|483.152.037-71|JOAO DA SILVA|50010-000|RECIFE|PE|376|135.15
AA100000681BR|RDE|OBJETO RETORNOU AO REMETENTE|15/07/2024|15:52|104.967.066-70|JULIANA ALVES|40020-010|SALVADOR|BA|3207|92.21
AA100000682BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|29/09/2024|07:42|408.509.549-30|BRUNO FERREIRA|88010-400|FLORIANOPOLIS|SC|3655|432.87
AA100000683BR|EXT|OBJETO EXTRAVIADO|30/01/2024|09:35|648.769.984-26|THIAGO ARAUJO|88010-400|FLORIANOPOLIS|SC|2051|65.94
AA100000684BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|23/05/2024|14:05|384.596.094-54|RAFAEL RODRIGUES|29010-330|VITORIA|ES|201|62.15
AA100000685BR|RDE|OBJETO RETORNOU AO REMETENTE|04/12/2024|16:53|427.707.070-57|ISABELA FREITAS|40020-010|SALVADOR|BA|3447|29.29
AA100000686BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|21/05/2024|16:04|724.447.232-29|MARIA SOUZA|40020-010|SALVADOR|BA|1037|327.30
AA100000687BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|16/12/2024|22:55|795.083.044-05|ISABELA FREITAS|88010-400|FLORIANOPOLIS|SC|466|300.29
AA100000688BR|OEC|OBJETO EM ROTA DE ENTREGA|25/02/2024|08:32|718.133.595-61|LARISSA CARVALHO|57020-480|MACEIO|AL|2419|71.54
AA100000689BR|OEC|OBJETO EM ROTA DE ENTREGA|06/11/2024|17:21|657.490.250-42|LEONARDO BARBOSA|01310-100|SAO PAULO|SP|970|304.52
AA100000690BR|OEC|OBJETO EM ROTA DE ENTREGA|18/09/2024|22:50|953.690.261-13|LEONARDO BARBOSA|90010-160|PORTO ALEGRE|RS|4805|315.16
AA100000691BR|EXT|OBJETO EXTRAVIADO|02/08/2024|09:54|809.788.754-39|PATRICIA LIMA|57020-480|MACEIO|AL|2099|164.34
AA100000692BR|OEC|OBJETO EM ROTA DE ENTREGA|28/04/2024|20:20|137.651.588-15|AMANDA RIBEIRO|74110-010|GOIANIA|GO|1987|224.48
AA100000693BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|27/04/2024|10:59|836.929.445-51|PEDRO OLIVEIRA|69005-010|MANAUS|AM|3549|252.51
AA100000694BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|21/10/2024|21:40|327.021.648-71|CARLOS LIMA|59010-000|NATAL|RN|379|416.93
AA100000695BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|19/12/2024|11:04|288.665.268-34|ANA COSTA|80010-010|CURITIBA|PR|2857|295.74
AA100000696BR|RDE|OBJETO RETORNOU AO REMETENTE|25/02/2024|07:04|576.764.722-98|PEDRO OLIVEIRA|30130-110|BELO HORIZONTE|MG|163|296.78
AA100000697BR|OEC|OBJETO EM ROTA DE ENTREGA|11/12/2024|20:24|572.894.134-75|MARIA SOUZA|74110-010|GOIANIA|GO|4340|448.65
AA100000698BR|RDE|OBJETO RETORNOU AO REMETENTE|17/09/2024|19:18|565.220.368-49|NATALIA ROCHA|80010-010|CURITIBA|PR|914|173.67
AA100000699BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|01/03/2024|15:17|773.244.913-42|ANA COSTA|40020-010|SALVADOR|BA|4623|419.39
AA100000700BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|15/01/2024|07:57|883.070.534-96|THIAGO ARAUJO|90010-160|PORTO ALEGRE|RS|1133|415.52
AA100000701BR|OEC|OBJETO EM ROTA DE ENTREGA|26/02/2024|09:28|674.124.151-31|BRUNO FERREIRA|30130-110|BELO HORIZONTE|MG|4253|167.67
AA100000702BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|18/11/2024|22:43|150.618.538-00|JULIANA ALVES|30130-110|BELO HORIZONTE|MG|4903|188.10
AA100000703BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|10/12/2024|12:16|727.274.231-83|JOAO DA SILVA|69005-010|MANAUS|AM|651|245.35
AA100000704BR|RDE|OBJETO RETORNOU AO REMETENTE|16/04/2024|11:02|649.693.578-24|JULIANA ALVES|57020-480|MACEIO|AL|2493|333.99
AA100000705BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|18/11/2024|18:38|587.413.146-75|JULIANA ALVES|66015-110|BELEM|PA|3580|57.91
AA100000706BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|12/06/2024|09:22|627.796.304-48|LUCAS PEREIRA|57020-480|MACEIO|AL|3450|30.40
AA100000707BR|OEC|OBJETO EM ROTA DE ENTREGA|13/05/2024|16:26|676.640.473-50|PATRICIA LIMA|50010-000|RECIFE|PE|3457|110.66
AA100000708BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|01/10/2024|12:49|199.529.800-61|BRUNO FERREIRA|57020-480|MACEIO|AL|2989|383.42
AA100000709BR|RDE|OBJETO RETORNOU AO REMETENTE|02/02/2024|07:33|358.328.634-25|BRUNO FERREIRA|69005-010|MANAUS|AM|1866|276.48
AA100000710BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|07/01/2024|07:54|081.867.024-40|JULIANA ALVES|66015-110|BELEM|PA|2125|16.89
AA100000711BR|EXT|OBJETO EXTRAVIADO|04/03/2024|18:41|624.111.860-08|NATALIA ROCHA|57020-480|MACEIO|AL|1343|47.78
AA100000712BR|RDE|OBJETO RETORNOU AO REMETENTE|19/07/2024|12:53|945.680.447-31|RAFAEL RODRIGUES|66015-110|BELEM|PA|4820|235.70
AA100000713BR|OEC|OBJETO EM ROTA DE ENTREGA|07/08/2024|08:14|684.748.836-07|DIEGO NASCIMENTO|80010-010|CURITIBA|PR|4577|357.29
AA100000714BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|24/04/2024|06:25|375.791.452-11|ISABELA FREITAS|30130-110|BELO HORIZONTE|MG|1801|432.41
AA100000715BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|30/10/2024|13:05|269.789.307-46|PATRICIA LIMA|88010-400|FLORIANOPOLIS|SC|2867|417.16
AA100000716BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|13/06/2024|19:55|043.878.753-57|AMANDA RIBEIRO|90010-160|PORTO ALEGRE|RS|4644|429.33
AA100000717BR|EXT|OBJETO EXTRAVIADO|11/02/2024|09:27|162.028.123-71|MARIA SOUZA|57020-480|MACEIO|AL|3574|247.59
AA100000718BR|EXT|OBJETO EXTRAVIADO|25/09/2024|21:08|866.041.644-85|NATALIA ROCHA|57020-480|MACEIO|AL|3144|281.91
AA100000719BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|13/03/2024|15:33|395.894.773-52|FERNANDA SANTOS|90010-160|PORTO ALEGRE|RS|3981|4.91
AA100000720BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|01/04/2024|10:30|104.331.875-10|NATALIA ROCHA|50010-000|RECIFE|PE|4969|78.23
AA100000721BR|OEC|OBJETO EM ROTA DE ENTREGA|21/11/2024|13:22|034.469.459-64|ISABELA FREITAS|90010-160|PORTO ALEGRE|RS|1759|38.74
AA100000722BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|22/02/2024|12:17|249.128.965-99|NATALIA ROCHA|60150-160|FORTALEZA|CE|3978|104.65
AA100000723BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|28/04/2024|12:05|922.270.510-28|THIAGO ARAUJO|69005-010|MANAUS|AM|3964|163.54
AA100000724BR|RDE|OBJETO RETORNOU AO REMETENTE|01/03/2024|13:35|666.754.858-19|LUCAS PEREIRA|30130-110|BELO HORIZONTE|MG|2375|355.67
AA100000725BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|13/10/2024|20:31|418.652.057-56|LUCAS PEREIRA|74110-010|GOIANIA|GO|4685|438.15
AA100000726BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|14/07/2024|17:11|037.583.094-51|CAMILA MARTINS|57020-480|MACEIO|AL|2178|251.40
AA100000727BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|06/11/2024|14:02|476.044.090-79|THIAGO ARAUJO|50010-000|RECIFE|PE|1523|236.72
AA100000728BR|EXT|OBJETO EXTRAVIADO|06/10/2024|09:02|509.222.161-07|MARIA SOUZA|80010-010|CURITIBA|PR|898|428.95
AA100000729BR|OEC|OBJETO EM ROTA DE ENTREGA|09/04/2024|06:21|529.580.660-13|GABRIEL MENDES|30130-110|BELO HORIZONTE|MG|2284|41.98
AA100000730BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|23/01/2024|14:38|386.204.485-15|THIAGO ARAUJO|74110-010|GOIANIA|GO|805|283.09
AA100000731BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|15/02/2024|09:58|121.259.020-35|THIAGO ARAUJO|20040-020|RIO DE JANEIRO|RJ|2121|153.89
AA100000732BR|EXT|OBJETO EXTRAVIADO|24/11/2024|12:47|240.642.429-56|JULIANA ALVES|59010-000|NATAL|RN|1642|136.40
AA100000733BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|31/03/2024|15:16|741.759.558-72|MARIA SOUZA|59010-000|NATAL|RN|4894|192.84
AA100000734BR|RDE|OBJETO RETORNOU AO REMETENTE|18/10/2024|12:44|654.358.841-83|RAFAEL RODRIGUES|40020-010|SALVADOR|BA|3931|130.42
AA100000735BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|21/09/2024|11:30|279.559.690-51|CAMILA MARTINS|59010-000|NATAL|RN|164|79.38
AA100000736BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|20/06/2024|16:41|125.427.820-79|THIAGO ARAUJO|74110-010|GOIANIA|GO|4818|347.25
AA100000737BR|EXT|OBJETO EXTRAVIADO|23/07/2024|21:53|345.957.640-38|ANA COSTA|69005-010|MANAUS|AM|3588|387.04
AA100000738BR|RDE|OBJETO RETORNOU AO REMETENTE|24/07/2024|06:10|824.983.922-50|PEDRO OLIVEIRA|60150-160|FORTALEZA|CE|1258|400.74
AA100000739BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|21/07/2024|11:29|023.244.123-36|PEDRO OLIVEIRA|88010-400|FLORIANOPOLIS|SC|2104|77.07
AA100000740BR|RDE|OBJETO RETORNOU AO REMETENTE|10/07/2024|06:30|251.786.376-73|ANA COSTA|69005-010|MANAUS|AM|1152|159.18
AA100000741BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|23/07/2024|16:57|469.681.579-03|NATALIA ROCHA|30130-110|BELO HORIZONTE|MG|2026|184.57
AA100000742BR|OEC|OBJETO EM ROTA DE ENTREGA|13/09/2024|06:39|961.327.303-46|PEDRO OLIVEIRA|80010-010|CURITIBA|PR|3246|327.02
AA100000743BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|18/03/2024|15:19|670.462.268-17|PEDRO OLIVEIRA|80010-010|CURITIBA|PR|930|327.93
AA100000744BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|07/01/2024|11:20|298.670.766-04|LARISSA CARVALHO|60150-160|FORTALEZA|CE|1049|301.82
AA100000745BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|14/09/2024|17:49|758.512.686-12|JOAO DA SILVA|80010-010|CURITIBA|PR|4934|128.92
AA100000746BR|RDE|OBJETO RETORNOU AO REMETENTE|10/11/2024|20:27|074.017.750-95|RAFAEL RODRIGUES|69005-010|MANAUS|AM|2864|337.50
AA100000747BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|04/10/2024|14:11|456.075.409-15|MARIA SOUZA|90010-160|PORTO ALEGRE|RS|3345|124.31
AA100000748BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|30/09/2024|09:08|276.457.938-97|MARIA SOUZA|20040-020|RIO DE JANEIRO|RJ|2775|186.40
AA100000749BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|07/11/2024|09:24|815.466.024-16|ANA COSTA|29010-330|VITORIA|ES|1669|285.45
AA100000750BR|OEC|OBJETO EM ROTA DE ENTREGA|11/11/2024|22:34|305.973.642-48|MARIA SOUZA|74110-010|GOIANIA|GO|3365|454.87
AA100000751BR|EXT|OBJETO EXTRAVIADO|25/05/2024|14:00|630.624.479-51|JULIANA ALVES|40020-010|SALVADOR|BA|248|354.50
AA100000752BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|02/02/2024|15:46|979.695.867-80|BRUNO FERREIRA|80010-010|CURITIBA|PR|2718|173.18
AA100000753BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|18/03/2024|20:54|738.264.609-17|ISABELA FREITAS|80010-010|CURITIBA|PR|780|103.78
AA100000754BR|RDE|OBJETO RETORNOU AO REMETENTE|08/07/2024|15:18|577.029.929-59|LARISSA CARVALHO|69005-010|MANAUS|AM|291|375.69
AA100000755BR|OEC|OBJETO EM ROTA DE ENTREGA|11/10/2024|21:15|682.691.163-31|LEONARDO BARBOSA|60150-160|FORTALEZA|CE|1563|432.45
AA100000756BR|EXT|OBJETO EXTRAVIADO|24/07/2024|19:22|369.455.158-88|DIEGO NASCIMENTO|40020-010|SALVADOR|BA|3409|247.42
AA100000757BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|26/05/2024|20:10|264.085.721-69|LARISSA CARVALHO|69005-010|MANAUS|AM|3461|94.44
AA100000758BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|12/11/2024|13:08|998.199.605-93|FERNANDA SANTOS|74110-010|GOIANIA|GO|3965|342.18
AA100000759BR|OEC|OBJETO EM ROTA DE ENTREGA|12/01/2024|18:35|832.753.273-52|PATRICIA LIMA|20040-020|RIO DE JANEIRO|RJ|353|103.50
AA100000760BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|23/08/2024|13:43|973.278.195-23|THIAGO ARAUJO|88010-400|FLORIANOPOLIS|SC|672|3.44
AA100000761BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|15/12/2024|19:55|876.164.819-80|THIAGO ARAUJO|50010-000|RECIFE|PE|589|146.48
AA100000762BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|21/01/2024|17:25|876.112.491-25|LARISSA CARVALHO|66015-110|BELEM|PA|2883|70.98
AA100000763BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|04/09/2024|12:16|151.773.454-75|THIAGO ARAUJO|88010-400|FLORIANOPOLIS|SC|2212|284.12
AA100000764BR|RDE|OBJETO RETORNOU AO REMETENTE|19/01/2024|10:09|840.359.544-29|PATRICIA LIMA|50010-000|RECIFE|PE|3703|336.64
AA100000765BR|BDI|OBJETO SAIU PARA ENTREGA AO DESTINATARIO|21/12/2024|10:09|946.430.394-29|JOAO DA SILVA|60150-160|FORTALEZA|CE|3083|360.57
AA100000766BR|EXT|OBJETO EXTRAVIADO|21/09/2024|18:30|925.298.585-67|FERNANDA SANTOS|59010-000|NATAL|RN|4402|241.03
AA100000767BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|13/07/2024|06:42|153.433.249-13|CAMILA MARTINS|50010-000|RECIFE|PE|3862|284.70
AA100000768BR|EXT|OBJETO EXTRAVIADO|07/01/2024|22:57|335.061.581-48|ISABELA FREITAS|59010-000|NATAL|RN|4505|436.31
AA100000769BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|16/08/2024|22:15|342.337.209-48|RAFAEL RODRIGUES|20040-020|RIO DE JANEIRO|RJ|1656|366.67
AA100000770BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|08/03/2024|22:19|033.399.771-80|BRUNO FERREIRA|29010-330|VITORIA|ES|698|98.21
AA100000771BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|14/08/2024|08:30|318.939.749-09|LARISSA CARVALHO|59010-000|NATAL|RN|1013|359.99
AA100000772BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|25/11/2024|12:37|970.469.472-58|AMANDA RIBEIRO|90010-160|PORTO ALEGRE|RS|2424|475.72
AA100000773BR|OEC|OBJETO EM ROTA DE ENTREGA|15/05/2024|13:21|488.471.270-58|AMANDA RIBEIRO|50010-000|RECIFE|PE|1436|89.40
AA100000774BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|10/12/2024|15:06|758.231.334-84|BRUNO FERREIRA|29010-330|VITORIA|ES|4445|235.94
AA100000775BR|EXT|OBJETO EXTRAVIADO|02/06/2024|12:36|252.362.292-58|AMANDA RIBEIRO|66015-110|BELEM|PA|4976|394.37
AA100000776BR|EXT|OBJETO EXTRAVIADO|17/05/2024|13:59|474.524.555-74|LARISSA CARVALHO|74110-010|GOIANIA|GO|3323|381.35
AA100000777BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|25/07/2024|07:26|527.403.344-50|BRUNO FERREIRA|69005-010|MANAUS|AM|3232|162.84
AA100000778BR|RDE|OBJETO RETORNOU AO REMETENTE|12/04/2024|12:39|874.113.257-97|MARIA SOUZA|29010-330|VITORIA|ES|3295|343.90
AA100000779BR|EXT|OBJETO EXTRAVIADO|06/09/2024|13:17|996.010.548-57|PATRICIA LIMA|20040-020|RIO DE JANEIRO|RJ|3965|67.14
AA100000780BR|EXT|OBJETO EXTRAVIADO|07/02/2024|16:49|622.949.381-73|BRUNO FERREIRA|74110-010|GOIANIA|GO|4577|381.39
AA100000781BR|OEC|OBJETO EM ROTA DE ENTREGA|12/10/2024|22:52|402.155.732-57|JULIANA ALVES|50010-000|RECIFE|PE|3067|166.51
AA100000782BR|EXT|OBJETO EXTRAVIADO|26/12/2024|14:16|902.166.670-80|GABRIEL MENDES|80010-010|CURITIBA|PR|232|282.86
AA100000783BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|15/09/2024|16:50|874.951.191-81|ISABELA FREITAS|30130-110|BELO HORIZONTE|MG|4306|423.15
AA100000784BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|20/10/2024|20:39|316.477.251-29|BRUNO FERREIRA|50010-000|RECIFE|PE|4423|390.56
AA100000785BR|EXT|OBJETO EXTRAVIADO|09/08/2024|06:25|940.960.035-62|RAFAEL RODRIGUES|59010-000|NATAL|RN|1925|292.19
AA100000786BR|OEC|OBJETO EM ROTA DE ENTREGA|29/09/2024|20:41|395.923.234-21|JOAO DA SILVA|90010-160|PORTO ALEGRE|RS|423|389.73
AA100000787BR|RDE|OBJETO RETORNOU AO REMETENTE|27/06/2024|08:20|533.342.643-35|JOAO DA SILVA|30130-110|BELO HORIZONTE|MG|3701|61.56
AA100000788BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|14/01/2024|20:55|360.776.336-91|PEDRO OLIVEIRA|30130-110|BELO HORIZONTE|MG|4250|456.64
AA100000789BR|EXT|OBJETO EXTRAVIADO|21/09/2024|09:10|317.955.633-18|CAMILA MARTINS|50010-000|RECIFE|PE|2191|254.37
AA100000790BR|IDC|OBJETO DEVOLVIDO AO REMETENTE|09/01/2024|06:24|661.554.164-31|DIEGO NASCIMENTO|57020-480|MACEIO|AL|3961|7.93
AA100000791BR|OEC|OBJETO EM ROTA DE ENTREGA|27/11/2024|16:02|232.902.822-70|MARIA SOUZA|74110-010|GOIANIA|GO|1818|433.17
AA100000792BR|EXT|OBJETO EXTRAVIADO|30/05/2024|17:39|626.228.225-12|JOAO DA SILVA|50010-000|RECIFE|PE|1771|153.03
AA100000793BR|EXT|OBJETO EXTRAVIADO|10/07/2024|14:39|500.507.026-08|DIEGO NASCIMENTO|29010-330|VITORIA|ES|4402|84.87
AA100000794BR|BDE|OBJETO ENTREGUE AO DESTINATARIO|08/01/2024|17:57|316.117.768-72|NATALIA ROCHA|29010-330|VITORIA|ES|105|155.72
