NR_CONHECIMENTO,DT_OCORRENCIA,HR_OCORRENCIA,CD_OCORRENCIA,DS_OCORRENCIA,NR_CPF_CNPJ,NM_DESTINATARIO,NR_CEP,NM_CIDADE,SG_UF,VL_FRETE,VL_MERCADORIA,NR_TENTATIVA
JL9000000705,2024-09-29,16:32:00,R,DEVOLVIDO AO REMETENTE,70150196797209,CARLOS LIMA,80010010,CURITIBA,PR,13.30,65.35,1
JL9000000706,2024-03-02,10:35:00,R,DEVOLVIDO AO REMETENTE,23329704937,LEONARDO BARBOSA,80010010,CURITIBA,PR,44.40,296.69,1
JL9000000707,2024-02-22,16:34:00,R,DEVOLVIDO AO REMETENTE,51163971492,JOAO DA SILVA,57020480,MACEIO,AL,64.70,167.12,1
JL9000000708,2024-08-23,15:44:00,D,ENTREGUE,42487396262,CAMILA MARTINS,74110010,GOIANIA,GO,13.74,462.84,1
JL9000000709,2024-05-01,08:11:00,V,TENTATIVA SEM SUCESSO - AUSENTE,77367724434,LUCAS PEREIRA,66015110,BELEM,PA,71.60,429.96,2
JL9000000710,2024-11-14,20:33:00,T,EM TRANSFERENCIA,65715643802990,JULIANA ALVES,60150160,FORTALEZA,CE,74.82,323.64,1
JL9000000711,2024-11-24,15:08:00,V,TENTATIVA SEM SUCESSO - AUSENTE,60009409165,AMANDA RIBEIRO,40020010,SALVADOR,BA,42.41,63.72,2
JL9000000712,2024-03-26,18:24:00,R,DEVOLVIDO AO REMETENTE,22549203693,MARIA SOUZA,74110010,GOIANIA,GO,62.75,358.92,1
JL9000000713,2024-05-17,07:58:00,D,ENTREGUE,27311722641,RAFAEL RODRIGUES,50010000,RECIFE,PE,77.12,164.13,1
JL9000000714,2024-10-19,06:56:00,D,ENTREGUE,84293359847,PATRICIA LIMA,30130110,BELO HORIZONTE,MG,19.37,269.35,1
JL9000000715,2024-05-04,16:39:00,T,EM TRANSFERENCIA,77153902262,PATRICIA LIMA,50010000,RECIFE,PE,60.46,118.14,1
JL9000000716,2024-06-15,06:02:00,R,DEVOLVIDO AO REMETENTE,99090064761,PATRICIA LIMA,60150160,FORTALEZA,CE,18.49,251.62,1
JL9000000717,2024-05-07,16:20:00,V,TENTATIVA SEM SUCESSO - AUSENTE,04231697920,LARISSA CARVALHO,50010000,RECIFE,PE,76.43,405.71,2
JL9000000718,2024-05-17,13:39:00,S,SAIU PARA ENTREGA,39690453925,FERNANDA SANTOS,90010160,PORTO ALEGRE,RS,41.75,346.96,1
JL9000000719,2024-06-20,20:12:00,S,SAIU PARA ENTREGA,81330734533,MARIA SOUZA,30130110,BELO HORIZONTE,MG,78.97,211.55,1
JL9000000720,2024-02-21,11:09:00,V,TENTATIVA SEM SUCESSO - AUSENTE,40985372033,CAMILA MARTINS,01310100,SAO PAULO,SP,31.34,36.31,2
JL9000000721,2024-01-25,10:15:00,S,SAIU PARA ENTREGA,07155587094,MARIA SOUZA,60150160,FORTALEZA,CE,18.94,447.68,1
JL9000000722,2024-12-17,15:21:00,T,EM TRANSFERENCIA,19925512538,MARIA SOUZA,50010000,RECIFE,PE,63.49,37.68,1
JL9000000723,2024-02-16,13:52:00,R,DEVOLVIDO AO REMETENTE,50534941971,BRUNO FERREIRA,88010400,FLORIANOPOLIS,SC,43.80,378.23,1
JL9000000724,2024-07-02,21:07:00,T,EM TRANSFERENCIA,32824630616,CARLOS LIMA,59010000,NATAL,RN,69.35,335.68,1
JL9000000725,2024-10-01,17:57:00,R,DEVOLVIDO AO REMETENTE,52007615042,MARIA SOUZA,80010010,CURITIBA,PR,51.71,329.77,1
JL9000000726,2024-09-13,17:42:00,R,DEVOLVIDO AO REMETENTE,77143360809,MARIA SOUZA,20040020,RIO DE JANEIRO,RJ,11.18,458.23,1
JL9000000727,2024-08-01,09:54:00,D,ENTREGUE,92788881893,MARIA SOUZA,60150160,FORTALEZA,CE,65.55,447.92,1
JL9000000728,2024-12-02,09:24:00,S,SAIU PARA ENTREGA,16878518569,MARIA SOUZA,80010010,CURITIBA,PR,53.20,330.42,1
JL9000000729,2024-07-14,16:25:00,E,EXTRAVIO,26728007272,JOAO DA SILVA,88010400,FLORIANOPOLIS,SC,53.96,276.99,1
JL9000000730,2024-12-10,15:28:00,S,SAIU PARA ENTREGA,73564078308,JULIANA ALVES,01310100,SAO PAULO,SP,63.34,301.83,1
JL9000000731,2024-09-23,17:06:00,R,DEVOLVIDO AO REMETENTE,49836714674,LEONARDO BARBOSA,01310100,SAO PAULO,SP,75.95,189.46,1
JL9000000732,2024-09-20,19:28:00,V,TENTATIVA SEM SUCESSO - AUSENTE,85711645605956,LUCAS PEREIRA,60150160,FORTALEZA,CE,25.92,375.25,2
JL9000000733,2024-09-14,07:58:00,R,DEVOLVIDO AO REMETENTE,39200258565,LUCAS PEREIRA,40020010,SALVADOR,BA,63.48,351.75,1
JL9000000734,2024-09-03,13:01:00,R,DEVOLVIDO AO REMETENTE,67871926154,ISABELA FREITAS,50010000,RECIFE,PE,56.48,6.31,1
JL9000000735,2024-02-22,10:16:00,R,DEVOLVIDO AO REMETENTE,54550054908099,ISABELA FREITAS,59010000,NATAL,RN,23.03,423.32,1
JL9000000736,2024-07-24,20:15:00,E,EXTRAVIO,24616303438,JULIANA ALVES,29010330,VITORIA,ES,56.33,13.75,1
JL9000000737,2024-10-24,08:18:00,S,SAIU PARA ENTREGA,94930741799,LARISSA CARVALHO,80010010,CURITIBA,PR,79.31,206.66,1
JL9000000738,2024-07-17,10:32:00,E,EXTRAVIO,35189622527,BRUNO FERREIRA,66015110,BELEM,PA,37.10,2.09,1
JL9000000739,2024-03-06,13:02:00,S,SAIU PARA ENTREGA,40567712515,GABRIEL MENDES,74110010,GOIANIA,GO,61.03,413.03,1
JL9000000740,2024-02-22,22:54:00,R,DEVOLVIDO AO REMETENTE,80516660812392,AMANDA RIBEIRO,90010160,PORTO ALEGRE,RS,47.84,385.66,1
JL9000000741,2024-09-05,07:37:00,E,EXTRAVIO,36152769584,PATRICIA LIMA,60150160,FORTALEZA,CE,19.18,72.37,1
JL9000000742,2024-05-12,10:16:00,E,EXTRAVIO,63137371450,JULIANA ALVES,20040020,RIO DE JANEIRO,RJ,68.31,435.74,1
JL9000000743,2024-09-29,07:44:00,S,SAIU PARA ENTREGA,69141939606,PEDRO OLIVEIRA,01310100,SAO PAULO,SP,26.99,465.34,1
JL9000000744,2024-02-17,22:36:00,R,DEVOLVIDO AO REMETENTE,19925692476883,PATRICIA LIMA,20040020,RIO DE JANEIRO,RJ,77.76,110.22,1
JL9000000745,2024-02-10,14:05:00,S,SAIU PARA ENTREGA,81181405132,BRUNO FERREIRA,66015110,BELEM,PA,16.34,436.94,1
JL9000000746,2024-12-08,06:19:00,V,TENTATIVA SEM SUCESSO - AUSENTE,85609406714,GABRIEL MENDES,50010000,RECIFE,PE,45.91,34.60,2
JL9000000747,2024-04-11,09:16:00,V,TENTATIVA SEM SUCESSO - AUSENTE,64572275794,MARIA SOUZA,50010000,RECIFE,PE,60.25,13.66,2
JL9000000748,2024-04-19,20:16:00,V,TENTATIVA SEM SUCESSO - AUSENTE,99870933913,DIEGO NASCIMENTO,88010400,FLORIANOPOLIS,SC,77.82,307.44,2
JL9000000749,2024-02-15,11:52:00,R,DEVOLVIDO AO REMETENTE,41060326753,PEDRO OLIVEIRA,88010400,FLORIANOPOLIS,SC,54.51,22.74,1
JL9000000750,2024-09-07,18:15:00,D,ENTREGUE,01089654612,BRUNO FERREIRA,40020010,SALVADOR,BA,36.52,194.25,1
JL9000000751,2024-05-27,06:03:00,V,TENTATIVA SEM SUCESSO - AUSENTE,86794869894,GABRIEL MENDES,60150160,FORTALEZA,CE,45.21,233.65,2
JL9000000752,2024-11-28,13:25:00,D,ENTREGUE,07701773759493,LUCAS PEREIRA,59010000,NATAL,RN,79.30,18.49,1
JL9000000753,2024-09-27,09:07:00,D,ENTREGUE,96004902144,PATRICIA LIMA,20040020,RIO DE JANEIRO,RJ,76.03,405.08,1
JL9000000754,2024-06-20,19:28:00,V,TENTATIVA SEM SUCESSO - AUSENTE,38496552391,AMANDA RIBEIRO,29010330,VITORIA,ES,56.94,409.27,2
JL9000000755,2024-04-29,17:15:00,D,ENTREGUE,04999266536,ANA COSTA,88010400,FLORIANOPOLIS,SC,52.17,323.80,1
JL9000000756,2024-08-21,13:06:00,T,EM TRANSFERENCIA,94624872385,GABRIEL MENDES,69005010,MANAUS,AM,69.76,484.87,1
JL9000000757,2024-05-04,10:55:00,T,EM TRANSFERENCIA,68714134931,AMANDA RIBEIRO,57020480,MACEIO,AL,51.84,220.16,1
JL9000000758,2024-01-18,19:00:00,V,TENTATIVA SEM SUCESSO - AUSENTE,17357921162,BRUNO FERREIRA,01310100,SAO PAULO,SP,36.31,405.73,2
JL9000000759,2024-10-12,12:59:00,V,TENTATIVA SEM SUCESSO - AUSENTE,64639897014,BRUNO FERREIRA,80010010,CURITIBA,PR,42.99,423.48,2
JL9000000760,2024-04-28,13:16:00,R,DEVOLVIDO AO REMETENTE,18669255290509,FERNANDA SANTOS,69005010,MANAUS,AM,78.91,3.54,1
JL9000000761,2024-12-07,08:50:00,D,ENTREGUE,01561619738,RAFAEL RODRIGUES,29010330,VITORIA,ES,26.17,385.66,1
JL9000000762,2024-11-15,22:05:00,S,SAIU PARA ENTREGA,30088238469,NATALIA ROCHA,01310100,SAO PAULO,SP,63.02,343.30,1
JL9000000763,2024-12-28,18:30:00,S,SAIU PARA ENTREGA,31044817736556,PEDRO OLIVEIRA,74110010,GOIANIA,GO,17.97,493.91,1
JL9000000764,2024-09-28,10:56:00,S,SAIU PARA ENTREGA,31864176130236,RAFAEL RODRIGUES,29010330,VITORIA,ES,16.38,313.90,1
JL9000000765,2024-11-07,13:27:00,E,EXTRAVIO,99167640323919,JULIANA ALVES,66015110,BELEM,PA,20.94,171.64,1
JL9000000766,2024-09-30,10:56:00,R,DEVOLVIDO AO REMETENTE,71269379499,LEONARDO BARBOSA,80010010,CURITIBA,PR,68.89,82.71,1
JL9000000767,2024-04-05,16:11:00,E,EXTRAVIO,44484368681,ANA COSTA,20040020,RIO DE JANEIRO,RJ,30.26,485.55,1
JL9000000768,2024-04-23,07:27:00,V,TENTATIVA SEM SUCESSO - AUSENTE,80587715559062,AMANDA RIBEIRO,90010160,PORTO ALEGRE,RS,42.48,304.87,2
JL9000000769,2024-03-28,17:36:00,D,ENTREGUE,04637216266,JOAO DA SILVA,40020010,SALVADOR,BA,18.49,162.00,1
JL9000000770,2024-06-01,08:34:00,D,ENTREGUE,55999773793957,LEONARDO BARBOSA,80010010,CURITIBA,PR,62.98,33.72,1
JL9000000771,2024-11-25,10:16:00,R,DEVOLVIDO AO REMETENTE,11173670386,CARLOS LIMA,80010010,CURITIBA,PR,36.29,326.47,1
JL9000000772,2024-08-08,09:06:00,S,SAIU PARA ENTREGA,84233008056,JULIANA ALVES,01310100,SAO PAULO,SP,61.50,254.08,1
JL9000000773,2024-03-15,11:40:00,V,TENTATIVA SEM SUCESSO - AUSENTE,82873210788,LUCAS PEREIRA,20040020,RIO DE JANEIRO,RJ,20.37,220.69,2
JL9000000774,2024-08-06,17:48:00,V,TENTATIVA SEM SUCESSO - AUSENTE,22072019708,PATRICIA LIMA,30130110,BELO HORIZONTE,MG,47.22,126.69,2
JL9000000775,2024-12-10,08:27:00,R,DEVOLVIDO AO REMETENTE,79636512955,BRUNO FERREIRA,20040020,RIO DE JANEIRO,RJ,57.28,9.74,1
JL9000000776,2024-07-05,08:02:00,E,EXTRAVIO,48422623003607,CARLOS LIMA,30130110,BELO HORIZONTE,MG,25.33,19.14,1
JL9000000777,2024-11-30,22:14:00,D,ENTREGUE,34243753916,LEONARDO BARBOSA,30130110,BELO HORIZONTE,MG,69.16,280.13,1
JL9000000778,2024-11-06,09:55:00,T,EM TRANSFERENCIA,31669687403,LUCAS PEREIRA,59010000,NATAL,RN,8.10,186.91,1
JL9000000779,2024-05-09,08:01:00,T,EM TRANSFERENCIA,64970084458015,ANA COSTA,50010000,RECIFE,PE,37.32,71.35,1
JL9000000780,2024-07-30,11:33:00,D,ENTREGUE,41150509699,LARISSA CARVALHO,20040020,RIO DE JANEIRO,RJ,60.62,386.42,1
JL9000000781,2024-03-03,16:53:00,S,SAIU PARA ENTREGA,52322805883,THIAGO ARAUJO,66015110,BELEM,PA,40.04,152.08,1
JL9000000782,2024-06-28,14:47:00,D,ENTREGUE,47625395011,ANA COSTA,57020480,MACEIO,AL,31.73,79.58,1
JL9000000783,2024-06-15,16:32:00,R,DEVOLVIDO AO REMETENTE,27788826031,THIAGO ARAUJO,60150160,FORTALEZA,CE,46.27,9.34,1
JL9000000784,2024-05-01,06:16:00,V,TENTATIVA SEM SUCESSO - AUSENTE,88097186142,FERNANDA SANTOS,74110010,GOIANIA,GO,79.40,110.09,2
JL9000000785,2024-12-25,16:44:00,V,TENTATIVA SEM SUCESSO - AUSENTE,59205596757,AMANDA RIBEIRO,74110010,GOIANIA,GO,51.72,426.29,2
JL9000000786,2024-02-24,12:50:00,T,EM TRANSFERENCIA,83045762745,ANA COSTA,20040020,RIO DE JANEIRO,RJ,79.81,0.28,1
JL9000000787,2024-10-18,17:33:00,E,EXTRAVIO,01522133689,DIEGO NASCIMENTO,01310100,SAO PAULO,SP,8.56,257.01,1
JL9000000788,2024-05-19,20:27:00,R,DEVOLVIDO AO REMETENTE,28989930746,ANA COSTA,88010400,FLORIANOPOLIS,SC,16.41,123.21,1
JL9000000789,2024-10-19,21:36:00,E,EXTRAVIO,15603387885285,ISABELA FREITAS,59010000,NATAL,RN,52.26,198.28,1
JL9000000790,2024-11-29,09:34:00,V,TENTATIVA SEM SUCESSO - AUSENTE,97630900737,LEONARDO BARBOSA,60150160,FORTALEZA,CE,52.31,490.11,2
JL9000000791,2024-11-30,15:50:00,V,TENTATIVA SEM SUCESSO - AUSENTE,44410769262,DIEGO NASCIMENTO,66015110,BELEM,PA,63.53,171.68,2
JL9000000792,2024-11-30,13:19:00,T,EM TRANSFERENCIA,91604359839,GABRIEL MENDES,80010010,CURITIBA,PR,76.75,318.42,1
JL9000000793,2024-10-17,07:29:00,E,EXTRAVIO,96585783756,ISABELA FREITAS,20040020,RIO DE JANEIRO,RJ,35.25,263.12,1
JL9000000794,2024-04-21,15:43:00,D,ENTREGUE,30717761350,JOAO DA SILVA,50010000,RECIFE,PE,44.57,108.96,1
JL9000000795,2024-10-25,11:09:00,S,SAIU PARA ENTREGA,85403369995285,MARIA SOUZA,88010400,FLORIANOPOLIS,SC,21.48,43.50,1
JL9000000796,2024-03-11,18:20:00,S,SAIU PARA ENTREGA,35514972490322,JULIANA ALVES,60150160,FORTALEZA,CE,42.71,37.42,1
JL9000000797,2024-08-05,16:56:00,D,ENTREGUE,55557020061,AMANDA RIBEIRO,60150160,FORTALEZA,CE,13.30,209.05,1
JL9000000798,2024-06-07,14:59:00,V,TENTATIVA SEM SUCESSO - AUSENTE,76121893912,AMANDA RIBEIRO,66015110,BELEM,PA,60.73,392.85,2
JL9000000799,2024-08-02,16:01:00,T,EM TRANSFERENCIA,12228305644,LARISSA CARVALHO,90010160,PORTO ALEGRE,RS,58.04,124.17,1
JL9000000800,2024-01-03,14:23:00,V,TENTATIVA SEM SUCESSO - AUSENTE,59502635607,AMANDA RIBEIRO,50010000,RECIFE,PE,63.31,302.86,2
JL9000000801,2024-12-10,15:59:00,S,SAIU PARA ENTREGA,27639904600,GABRIEL MENDES,30130110,BELO HORIZONTE,MG,57.99,412.40,1
JL9000000802,2024-07-23,18:46:00,R,DEVOLVIDO AO REMETENTE,26902220975,BRUNO FERREIRA,66015110,BELEM,PA,9.68,52.09,1
JL9000000803,2024-11-06,07:27:00,R,DEVOLVIDO AO REMETENTE,70151200393,RAFAEL RODRIGUES,60150160,FORTALEZA,CE,52.04,228.55,1
JL9000000804,2024-11-02,21:57:00,S,SAIU PARA ENTREGA,62183339192,LEONARDO BARBOSA,57020480,MACEIO,AL,35.21,324.40,1
JL9000000805,2024-03-16,09:00:00,V,TENTATIVA SEM SUCESSO - AUSENTE,71226008228,JULIANA ALVES,66015110,BELEM,PA,41.36,374.30,2
JL9000000806,2024-04-03,20:49:00,D,ENTREGUE,98578872820,DIEGO NASCIMENTO,40020010,SALVADOR,BA,18.85,346.48,1
JL9000000807,2024-09-22,06:05:00,S,SAIU PARA ENTREGA,98044665895,CARLOS LIMA,88010400,FLORIANOPOLIS,SC,71.43,245.53,1
JL9000000808,2024-01-07,19:52:00,R,DEVOLVIDO AO REMETENTE,64724525737,ISABELA FREITAS,50010000,RECIFE,PE,58.03,234.64,1
JL9000000809,2024-10-07,14:00:00,T,EM TRANSFERENCIA,94657770612988,NATALIA ROCHA,50010000,RECIFE,PE,76.65,76.58,1
JL9000000810,2024-06-05,10:25:00,E,EXTRAVIO,92826164170053,AMANDA RIBEIRO,20040020,RIO DE JANEIRO,RJ,54.47,470.75,1
JL9000000811,2024-01-18,16:24:00,R,DEVOLVIDO AO REMETENTE,88031664795,PEDRO OLIVEIRA,30130110,BELO HORIZONTE,MG,41.57,261.85,1
JL9000000812,2024-03-04,11:48:00,V,TENTATIVA SEM SUCESSO - AUSENTE,53541601991984,ISABELA FREITAS,01310100,SAO PAULO,SP,45.61,1.38,2
JL9000000813,2024-12-25,09:30:00,D,ENTREGUE,67152077107,PATRICIA LIMA,01310100,SAO PAULO,SP,28.52,112.47,1
JL9000000814,2024-10-07,17:46:00,T,EM TRANSFERENCIA,72461051109,JOAO DA SILVA,01310100,SAO PAULO,SP,56.69,25.50,1
JL9000000815,2024-02-24,21:35:00,R,DEVOLVIDO AO REMETENTE,20502549723,NATALIA ROCHA,30130110,BELO HORIZONTE,MG,10.36,5.98,1
JL9000000816,2024-12-11,11:39:00,T,EM TRANSFERENCIA,99747539659,THIAGO ARAUJO,88010400,FLORIANOPOLIS,SC,30.26,415.71,1
JL9000000817,2024-03-26,17:09:00,T,EM TRANSFERENCIA,94204164153,THIAGO ARAUJO,60150160,FORTALEZA,CE,10.83,396.67,1
JL9000000818,2024-12-14,17:05:00,S,SAIU PARA ENTREGA,93766997681,DIEGO NASCIMENTO,29010330,VITORIA,ES,74.04,418.74,1
JL9000000819,2024-06-12,16:31:00,D,ENTREGUE,74905849688,PEDRO OLIVEIRA,60150160,FORTALEZA,CE,27.65,306.14,1
JL9000000820,2024-09-20,07:13:00,V,TENTATIVA SEM SUCESSO - AUSENTE,24057445099,LEONARDO BARBOSA,90010160,PORTO ALEGRE,RS,39.44,91.33,2
JL9000000821,2024-07-10,13:20:00,S,SAIU PARA ENTREGA,91111085184,LARISSA CARVALHO,66015110,BELEM,PA,38.55,255.84,1
JL9000000822,2024-10-10,16:38:00,S,SAIU PARA ENTREGA,13596183073,RAFAEL RODRIGUES,88010400,FLORIANOPOLIS,SC,75.46,265.94,1
JL9000000823,2024-01-21,10:09:00,R,DEVOLVIDO AO REMETENTE,42597205548,FERNANDA SANTOS,59010000,NATAL,RN,49.36,434.87,1
JL9000000824,2024-09-04,09:45:00,E,EXTRAVIO,14749847460429,JULIANA ALVES,57020480,MACEIO,AL,40.81,51.85,1
JL9000000825,2024-10-07,14:43:00,T,EM TRANSFERENCIA,21461727580,RAFAEL RODRIGUES,80010010,CURITIBA,PR,65.64,310.75,1
JL9000000826,2024-04-02,19:28:00,T,EM TRANSFERENCIA,88979887754,RAFAEL RODRIGUES,80010010,CURITIBA,PR,44.92,441.74,1
JL9000000827,2024-05-30,08:15:00,V,TENTATIVA SEM SUCESSO - AUSENTE,92936059627519,LUCAS PEREIRA,60150160,FORTALEZA,CE,35.14,124.60,2
JL9000000828,2024-11-04,06:07:00,S,SAIU PARA ENTREGA,84479365611,CAMILA MARTINS,69005010,MANAUS,AM,47.92,201.03,1
JL9000000829,2024-12-27,10:44:00,S,SAIU PARA ENTREGA,07065948053,ANA COSTA,69005010,MANAUS,AM,10.53,353.28,1
JL9000000830,2024-08-18,15:15:00,S,SAIU PARA ENTREGA,72718624475631,ANA COSTA,30130110,BELO HORIZONTE,MG,53.04,104.85,1
JL9000000831,2024-12-23,06:31:00,E,EXTRAVIO,87806615459,GABRIEL MENDES,80010010,CURITIBA,PR,44.98,188.35,1
JL9000000832,2024-06-30,19:20:00,R,DEVOLVIDO AO REMETENTE,18028825212,GABRIEL MENDES,88010400,FLORIANOPOLIS,SC,46.90,216.40,1
JL9000000833,2024-01-22,16:53:00,E,EXTRAVIO,99842882847,MARIA SOUZA,80010010,CURITIBA,PR,19.10,121.27,1
JL9000000834,2024-12-08,13:53:00,R,DEVOLVIDO AO REMETENTE,98871232036686,PATRICIA LIMA,30130110,BELO HORIZONTE,MG,64.71,464.73,1
JL9000000835,2024-09-03,18:08:00,T,EM TRANSFERENCIA,52728760320,GABRIEL MENDES,57020480,MACEIO,AL,42.78,280.52,1
JL9000000836,2024-05-17,20:05:00,R,DEVOLVIDO AO REMETENTE,28334557356232,THIAGO ARAUJO,50010000,RECIFE,PE,54.39,383.55,1
JL9000000837,2024-01-29,14:21:00,S,SAIU PARA ENTREGA,59730273228,CAMILA MARTINS,59010000,NATAL,RN,74.56,224.08,1
JL9000000838,2024-01-12,15:45:00,S,SAIU PARA ENTREGA,02555468939,THIAGO ARAUJO,57020480,MACEIO,AL,73.92,229.08,1
JL9000000839,2024-01-20,15:06:00,D,ENTREGUE,88159646738,DIEGO NASCIMENTO,59010000,NATAL,RN,64.65,436.88,1
JL9000000840,2024-07-13,06:19:00,V,TENTATIVA SEM SUCESSO - AUSENTE,46733229124,ISABELA FREITAS,74110010,GOIANIA,GO,31.78,267.33,2
JL9000000841,2024-12-19,20:01:00,D,ENTREGUE,62394599426,RAFAEL RODRIGUES,01310100,SAO PAULO,SP,43.15,12.01,1
JL9000000842,2024-10-11,16:13:00,D,ENTREGUE,03398013871628,JULIANA ALVES,40020010,SALVADOR,BA,33.62,274.86,1
JL9000000843,2024-01-28,16:57:00,E,EXTRAVIO,10801533743,BRUNO FERREIRA,69005010,MANAUS,AM,41.00,64.65,1
JL9000000844,2024-12-01,20:31:00,S,SAIU PARA ENTREGA,71565969579,PATRICIA LIMA,80010010,CURITIBA,PR,77.17,170.31,1
JL9000000845,2024-06-24,17:23:00,D,ENTREGUE,53629171485,PATRICIA LIMA,57020480,MACEIO,AL,13.35,112.13,1
JL9000000846,2024-06-25,11:44:00,V,TENTATIVA SEM SUCESSO - AUSENTE,52078821651192,PEDRO OLIVEIRA,60150160,FORTALEZA,CE,67.92,187.13,2
JL9000000847,2024-05-31,15:20:00,S,SAIU PARA ENTREGA,30276947308824,MARIA SOUZA,40020010,SALVADOR,BA,67.22,181.19,1
JL9000000848,2024-05-03,11:46:00,D,ENTREGUE,44029363409,RAFAEL RODRIGUES,20040020,RIO DE JANEIRO,RJ,20.67,358.27,1
JL9000000849,2024-10-09,07:23:00,R,DEVOLVIDO AO REMETENTE,25795990047,NATALIA ROCHA,57020480,MACEIO,AL,26.21,68.15,1
JL9000000850,2024-12-01,13:57:00,S,SAIU PARA ENTREGA,60189113434,GABRIEL MENDES,88010400,FLORIANOPOLIS,SC,34.42,34.33,1
JL9000000851,2024-04-19,19:44:00,S,SAIU PARA ENTREGA,68612734211,CARLOS LIMA,01310100,SAO PAULO,SP,63.68,309.62,1
JL9000000852,2024-12-22,12:32:00,D,ENTREGUE,01494802989,MARIA SOUZA,90010160,PORTO ALEGRE,RS,47.24,264.15,1
JL9000000853,2024-02-05,18:43:00,T,EM TRANSFERENCIA,52319199082,PEDRO OLIVEIRA,66015110,BELEM,PA,23.62,160.47,1
JL9000000854,2024-10-14,12:06:00,T,EM TRANSFERENCIA,36670417103,ISABELA FREITAS,57020480,MACEIO,AL,48.55,309.19,1
JL9000000855,2024-09-16,21:18:00,D,ENTREGUE,01332034495,LARISSA CARVALHO,01310100,SAO PAULO,SP,76.99,38.31,1
JL9000000856,2024-09-22,21:49:00,T,EM TRANSFERENCIA,77525723163,ANA COSTA,69005010,MANAUS,AM,9.88,97.92,1
JL9000000857,2024-09-11,22:46:00,D,ENTREGUE,05703996306670,JOAO DA SILVA,80010010,CURITIBA,PR,50.75,140.47,1
JL9000000858,2024-11-01,18:25:00,R,DEVOLVIDO AO REMETENTE,23370071580,JOAO DA SILVA,74110010,GOIANIA,GO,43.67,456.54,1
JL9000000859,2024-05-20,07:35:00,T,EM TRANSFERENCIA,23430658744888,LUCAS PEREIRA,74110010,GOIANIA,GO,71.02,85.55,1
JL9000000860,2024-08-27,16:38:00,R,DEVOLVIDO AO REMETENTE,97228582585455,ANA COSTA,40020010,SALVADOR,BA,52.65,57.16,1
JL9000000861,2024-10-21,19:50:00,D,ENTREGUE,48236788387,LUCAS PEREIRA,69005010,MANAUS,AM,71.22,420.59,1
JL9000000862,2024-04-08,10:15:00,E,EXTRAVIO,43647584664867,RAFAEL RODRIGUES,20040020,RIO DE JANEIRO,RJ,36.29,245.55,1
JL9000000863,2024-02-15,10:02:00,T,EM TRANSFERENCIA,75529776014,CAMILA MARTINS,90010160,PORTO ALEGRE,RS,29.74,256.44,1
JL9000000864,2024-02-26,14:16:00,D,ENTREGUE,28143611686,ANA COSTA,20040020,RIO DE JANEIRO,RJ,30.10,458.72,1
JL9000000865,2024-04-11,18:04:00,D,ENTREGUE,26055546542,DIEGO NASCIMENTO,90010160,PORTO ALEGRE,RS,77.82,189.89,1
JL9000000866,2024-05-10,13:31:00,T,EM TRANSFERENCIA,40344545956600,JULIANA ALVES,01310100,SAO PAULO,SP,69.29,46.36,1
JL9000000867,2024-07-30,10:09:00,T,EM TRANSFERENCIA,38697421736,GABRIEL MENDES,40020010,SALVADOR,BA,46.53,329.06,1
JL9000000868,2024-01-29,16:53:00,R,DEVOLVIDO AO REMETENTE,09340991650,ISABELA FREITAS,20040020,RIO DE JANEIRO,RJ,13.01,205.93,1
JL9000000869,2024-12-20,14:54:00,D,ENTREGUE,84843770062,AMANDA RIBEIRO,57020480,MACEIO,AL,49.07,356.26,1
JL9000000870,2024-10-22,16:56:00,R,DEVOLVIDO AO REMETENTE,29544966954217,CAMILA MARTINS,59010000,NATAL,RN,39.33,237.33,1
JL9000000871,2024-03-27,22:00:00,D,ENTREGUE,17344794592351,LARISSA CARVALHO,88010400,FLORIANOPOLIS,SC,23.33,113.98,1
JL9000000872,2024-03-24,19:17:00,R,DEVOLVIDO AO REMETENTE,71001707812,NATALIA ROCHA,60150160,FORTALEZA,CE,53.81,168.92,1
JL9000000873,2024-07-26,08:47:00,R,DEVOLVIDO AO REMETENTE,49484142355,CARLOS LIMA,29010330,VITORIA,ES,79.74,406.79,1
JL9000000874,2024-10-04,12:40:00,S,SAIU PARA ENTREGA,87567981302,LARISSA CARVALHO,57020480,MACEIO,AL,31.45,136.96,1
JL9000000875,2024-08-21,21:06:00,D,ENTREGUE,82187089410,AMANDA RIBEIRO,88010400,FLORIANOPOLIS,SC,49.53,58.00,1
JL9000000876,2024-08-01,09:04:00,V,TENTATIVA SEM SUCESSO - AUSENTE,44611983097,CAMILA MARTINS,29010330,VITORIA,ES,29.85,365.73,2
JL9000000877,2024-06-03,21:13:00,R,DEVOLVIDO AO REMETENTE,88523774877,JOAO DA SILVA,01310100,SAO PAULO,SP,41.75,280.25,1
JL9000000878,2024-03-02,10:21:00,S,SAIU PARA ENTREGA,12180822679909,LARISSA CARVALHO,66015110,BELEM,PA,37.22,364.01,1
JL9000000879,2024-03-16,19:23:00,R,DEVOLVIDO AO REMETENTE,83957164682,ANA COSTA,29010330,VITORIA,ES,59.64,414.55,1
JL9000000880,2024-04-06,21:00:00,R,DEVOLVIDO AO REMETENTE,07037808866,LEONARDO BARBOSA,40020010,SALVADOR,BA,19.82,249.36,1
